__time,friendlyHostname,location,ipAddress,sneId,voltageAvg,voltageSum,wattageAvg,wattageSum,platform,type,vendor,model,interfaceName,hostname
Mon Apr 01 2024 00:24:10 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33907.89706,2305737,222693.8824,15143184,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:24:10 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131673.3393,7373707,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:24:10 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24734.42857,1385128,131786.4107,7380039,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:24:11 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.2,1646232,155850.4333,9351026,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:24:11 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27486.5,1649190,154425.6333,9265538,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:24:11 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.73214,1387945,132977.4643,7446738,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:24:17 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33926.64706,2307012,220513.5294,14994920,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:24:19 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300,1698000,162473.3667,9748402,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:25:03 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27487.23333,1649234,154503.4333,9270206,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:25:03 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28302.38333,1698143,163205.3333,9792320,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:25:06 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.5,1386252,131631.6429,7371372,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:25:06 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24736,1385216,131803.5714,7381000,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:25:07 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24782.75,1387834,129713.7321,7263969,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:25:10 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24783.94643,1387901,133019.1607,7449073,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:25:11 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.93333,1646276,154095.8667,9245752,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:25:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.26667,1697956,162528.2833,9751697,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:25:17 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33908.22059,2305759,222669.6471,15141536,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:25:21 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33926.97059,2307034,220572.0882,14998902,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:26:10 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.10714,1386230,131631.625,7371371,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:26:10 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24737.57143,1385304,131791.3036,7380313,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:26:11 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.63333,1697978,162512.25,9750735,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:26:11 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28303.11667,1698187,162503.4167,9750205,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:26:14 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.73214,1387945,132960.3214,7445778,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:26:15 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.93333,1649036,154508.0167,9270481,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:26:15 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24781.96429,1387790,129743.1429,7265616,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:26:16 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27436.83333,1646210,154045.5,9242730,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:26:17 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33927.29412,2307056,220572.0882,14998902,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:26:17 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33907.25,2305693,222708.0147,15144145,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:27:03 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.56667,1646254,154933.4,9296004,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:27:05 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33926.32353,2306990,220499.4118,14993960,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:27:07 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24739.14286,1385392,131904.1071,7386630,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:27:10 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.33929,1387923,133014.2679,7448799,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:27:10 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131722.4107,7376455,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:27:11 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.93333,1649036,155281.5,9316890,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:27:11 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28304.21667,1698253,162604.0833,9756245,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:27:11 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24780.41071,1387703,129672.0536,7261635,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:27:13 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33908.22059,2305759,222558.6324,15133987,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:27:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300,1698000,162473.35,9748401,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:28:06 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.33929,1387923,133002.0179,7448113,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:28:06 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24755.28571,1386296,131668.4286,7373432,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:28:07 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300.73333,1698044,162512.2667,9750736,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:28:09 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33926.97059,2307034,220523.6176,14995606,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:28:11 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27476.6,1648596,156043.5833,9362615,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:28:11 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24776.5,1387484,131469.2857,7362280,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:28:14 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33906.92647,2305671,222669.6471,15141536,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:28:14 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24737.96429,1385326,131987.4643,7391298,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:28:15 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.93333,1646276,155784.0667,9347044,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:28:15 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28304.58333,1698275,162773.4,9766404,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:29:03 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24776.10714,1387462,131400.6607,7358437,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:29:07 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.93333,1646276,154967.1167,9298027,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:29:07 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24738.35714,1385348,131970.3214,7390338,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:29:09 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33909.51471,2305847,222631.3088,15138929,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:29:10 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.73214,1387945,132930.9107,7444131,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:29:10 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.5,1386252,131631.6429,7371372,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:29:11 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27478.43333,1648706,155881.1167,9352867,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:29:11 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28299.08333,1697945,164612.65,9876759,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:29:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.63333,1697978,162512.2667,9750736,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:29:17 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33926.32353,2306990,220420.6471,14988604,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:30:05 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300,1698000,162489.3667,9749362,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:30:07 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24738.35714,1385348,132083.1071,7396654,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:30:09 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28296.51667,1697791,164285.4167,9857125,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:30:11 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24777.28571,1387528,131216.7679,7348139,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:30:12 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.2,1646232,154928.2,9295692,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:30:12 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33909.51471,2305847,222576.7794,15135221,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:30:12 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131702.7679,7375355,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:30:17 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33927.29412,2307056,220461.0588,14991352,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:30:20 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27481,1648860,155801.05,9348063,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:30:20 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24782.76786,1387835,132977.4643,7446738,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:31:03 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24778.07143,1387572,131204.4821,7347451,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:31:07 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27438.3,1646298,154933.4,9296004,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:31:07 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28296.88333,1697813,163997.0667,9839824,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:31:08 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.56667,1649014,155833.0667,9349984,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:31:10 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131643.9107,7372059,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:31:14 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.33929,1387923,132930.9107,7444131,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:31:14 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24737.96429,1385326,132107.6071,7398026,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:31:17 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33908.54412,2305781,222601.0147,15136869,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:31:19 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.63333,1697978,162500.8167,9750049,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:31:25 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33927.61765,2307078,220461.0588,14991352,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:32:06 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24734.03571,1385106,131970.3036,7390337,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:32:07 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28299.45,1697967,164019.9667,9841198,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:32:07 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.33929,1387923,132930.9107,7444131,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:32:08 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27436.46667,1646188,154077.5333,9244652,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:32:08 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.56667,1649014,155849.0667,9350944,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:32:10 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33909.19118,2305825,222596.9706,15136594,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:32:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.63333,1697978,162407,9744420,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:32:15 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.5,1386252,131727.3036,7376729,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:32:18 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24781.19643,1387747,130258.0714,7294452,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:32:20 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33927.29412,2307056,220434.7647,14989564,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:33:03 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.63333,1697978,162496.2667,9749776,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:33:03 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24781.19643,1387747,129336.1607,7242825,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:33:06 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.73214,1387945,132881.8393,7441383,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:33:06 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24735.21429,1385172,131845.2679,7383335,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:33:09 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33927.94118,2307100,220440.8529,14989978,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:33:11 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28299.45,1697967,164065.7667,9843946,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:33:12 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.93333,1649036,155922.35,9355341,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:33:14 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131643.9107,7372059,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:33:16 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33909.19118,2305825,222617.1912,15137969,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:33:17 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.2,1646232,154917.4,9295044,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:34:06 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.33929,1387923,132930.9107,7444131,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:34:07 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24781.98214,1387791,129399.8929,7246394,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:34:07 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24755.28571,1386296,131643.9107,7372059,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:34:07 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24736.78571,1385260,131798.6786,7380726,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:34:10 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33907.89706,2305737,222524.2794,15131651,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:34:11 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.2,1648992,155828.5,9349710,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:34:11 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28302.38333,1698143,164077.2,9844632,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:34:13 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33927.61765,2307078,220454.9706,14990938,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:34:15 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27438.3,1646298,153979.15,9238749,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:34:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300.73333,1698044,162484.8167,9749089,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:35:06 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33908.54412,2305781,222558.6176,15133986,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:35:07 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300,1698000,162384.1,9743046,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:35:07 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.73214,1387945,132935.7857,7444404,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:35:10 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24755.28571,1386296,131656.1964,7372747,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:35:11 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.56667,1646254,154889.95,9293397,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:35:11 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.93333,1649036,155915.4667,9354928,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:35:11 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28302.38333,1698143,163260.25,9795615,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
